sir_id,event_signature,source_rows_in_signature,min_report_date,max_report_date,source_files
194/2022,"2022-04-21||2022-04-13||Greece||Islets of Evros river, Greece||land||0||0||0||0",1,2022-04-21,2022-04-21,pdfs/pad-2022-00332/Documents_5.pdf
226/2015,"2015-11-18||2015-11-18||Bulgaria, Turkey||Bulgarian-Turkish border area||land||||||||1",1,2015-11-18,2015-11-18,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf
331/2016,"2016-02-11||2016-02-01||Hungary||Unknown location in Hungary, near the border.||land||0||0||0||1",1,2016-02-11,2016-02-11,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf
337/2016,"2016-02-23||2016-02-09||Croatia-Serbia border||Croatian-Serbian border area, with mentions of Kelebia, Sid, Subotica, and Hungarian border.||land||0||0||0||1",1,2016-02-23,2016-02-23,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf
341/2016,2016-02-26||2016-02-04||Greece-Turkey border||Greek-Turkish land border area.||land||0||0||0||1,1,2016-02-26,2016-02-26,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf
360/2016,"2016-04-12||2016-04-12||Bulgaria-Turkey border||Bulgarian-Turkish land border, Strandzha mountain area||land||||||||1",1,2016-04-12,2016-04-12,pdfs/pad-2020-00032-documents-1/pad-2020-00032-documents-1.pdf
360/2016,"2016-04-12||2016-04-12||Bulgaria-Turkey border||Bulgarian-Turkish land border, specifically the Strandza mountain area.||land||0||0||0||1",1,2016-04-12,2016-04-12,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf
361/2016,2016-04-12||2016-04-08||Bulgaria-Turkey border||Turkish-Bulgarian land border||land||||1||||1,1,2016-04-12,2016-04-12,pdfs/pad-2020-00032-documents-1/pad-2020-00032-documents-1.pdf
361/2016,2016-04-12||2016-04-08||Bulgaria-Turkey border||Bulgarian-Turkish land border.||land||0||1||0||1,1,2016-04-12,2016-04-12,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf
3884/2015,"2015-08-05||2015-08-04||Ceuta, Spain||Port of Ceuta||land||0||0||0||1",1,2015-08-05,2015-08-05,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf
439/2016,"2016-09-09||2016-09-08||Greece||Port of Chios, Chios Island, Greece||mixed||0||0||0||1",1,2016-09-09,2016-09-09,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf
453/2016,"2016-09-28||2016-09-21||Bulgaria||Elhovo Distribution Centre, Bulgaria||facility||0||0||0||2",1,2016-09-28,2016-09-28,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf
48/2015,"2015-05-12||2015-05-06||Orestiada, Greece||||land||0||0||0||1",1,2015-05-12,2015-05-12,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf
488/2016,"2016-10-28||2016-10-24||Bulgaria-Turkey border, Greece-Turkey border, Hungary||Bulgarian-Turkish and Greek-Turkish land borders, and Kiskunhalas refugee camp, Hungary||mixed||0||||||5",1,2016-10-28,2016-10-28,pdfs/pad-2020-00032-documents-1/pad-2020-00032-documents-1.pdf
488/2016,"2016-10-28||2016-10-24||Bulgaria, Greece, Turkey||Bulgarian-Turkish and Greek-Turkish land borders||land||0||0||0||3",1,2016-10-28,2016-10-28,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf
502/2016,"2016-11-15||2016-11-13||Greece||Mytilini Harbour, Lesvos Island, Greece||mixed||0||0||0||1",1,2016-11-15,2016-11-15,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf
520/2016,"2016-12-14||2016-12-12||Chios Island, Greece||Souda Camp, Chios Island, Greece||facility||0||1||0||1",1,2016-12-14,2016-12-14,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf
542/2017,"2017-02-08||2017-02-06||Bulgaria-Turkey border||Bulgarian-Turkish land border, Svilengrad area, BCU Kapitan Andreevo||mixed||||||||2",1,2017-02-08,2017-02-08,pdfs/pad-2020-00032-documents-1/pad-2020-00032-documents-1.pdf
542/2017,"2017-02-08||2017-02-06||Bulgarian-Turkish border||Bulgarian-Turkish land border, near Kapitan Andreevo||land||0||1||0||1",1,2017-02-08,2017-02-08,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf
591/2017,"2017-05-13||2017-05-12||Kos Island, Greece||Pyli Hotspot, Kos Island, Greece||facility||0||1||0||1",1,2017-05-13,2017-05-13,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf
606/2017,"2017-06-08||2017-05-24||Evros River, Greece||Evros River, near Didymoteicho, Greece||mixed||0||0||0||1",1,2017-06-08,2017-06-08,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf
652/2017,"2017-10-24||2017-06-13||Hungary, Serbia||Hungarian-Serbian border||land||||||||1",1,2017-10-24,2017-10-24,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
676/2017,"2017-12-12||2017-12-11||Greece, Turkey||Evros River||land||||||||2",1,2017-12-12,2017-12-12,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
714/2018,"2018-04-20||2018-04-19||International airspace / between Austria, Nigeria, Gambia||On board an aircraft in international airspace during a return operation from Austria to Nigeria and Gambia.||mixed||0||2||0||0",1,2018-04-20,2018-04-20,pdfs/pad-2020-00091_doc/PAD-2020-00091_doc.pdf
788/2018,2018-11-18||2018-11-07||Greece||Alexandroupolis - Evros area||land||||||||4,1,2018-11-18,2018-11-18,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
798/2018,"2018-12-05||2018-12-04||Turkey, Greece||Evros River - Edirne||land||3||||||1",1,2018-12-05,2018-12-05,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
811/2019,2019-02-02||2019-02-02||Evros river||Evros river area||land||0||0||4||0,2,2019-02-02,2019-02-02,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
819/2019,2019-03-18||2019-03-18||Evros river||Evros Area||land||1||0||0||0,2,2019-03-18,2019-03-18,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
823/2019,"2019-03-26||2019-03-26||Evros river||Evros river, close to the bank||land||1||0||0||0",2,2019-03-26,2019-03-26,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
825/2019,2019-03-27||2019-03-26||Evros river||Evros area||land||0||0||0||0,2,2019-03-27,2019-03-27,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
829/2019,"2019-04-08||2019-04-08||Greece, Turkey||Greek/Turkish Land Border Section||land||||||||4",1,2019-04-08,2019-04-08,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
830/2019,"2019-04-09||2019-04-09||Croatia, Bosnia and Herzegovina, Serbia||Croatia border with Bosnia and Herzegovina and Serbia||land||||||||1",1,2019-04-09,2019-04-09,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf
836/2019,"2019-04-21||2019-04-21||Evros river||Evros river, close to the bank||land||1||0||0||0",2,2019-04-21,2019-04-21,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
845/2019,2019-05-16||2019-05-15||Evros river||Evros River area||land||1||0||0||0,2,2019-05-16,2019-05-16,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
858/2019,2019-07-22||2019-07-22||Evros river||Evros area||land||0||3||0||0,2,2019-07-22,2019-07-22,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
863/2019,"2019-08-06||2019-08-01||Greece / North Macedonia border||BCP Evzoni, Greece-North Macedonia border||land||0||1||0||3",2,2019-08-06,2019-08-06,pdfs/pad-2020-00217/Doc_16.pdf | pdfs/pad-2020-00217/Doc_17.pdf
888/2019,"2019-10-19||2019-10-19||Evros region||Evros region, on a rural road||land||0||13||0||0",2,2019-10-19,2019-10-19,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
890/2019,"2019-10-23||2019-10-23||Kos Island||Kos Island, after a collision in SAR operation||sea||1||0||1||0",2,2019-10-23,2019-10-23,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
898/2019,"2019-11-16||2019-11-16||Evros region||Evros region, on train tracks between Alexandroupolis and Ormenio||land||1||0||0||0",2,2019-11-16,2019-11-16,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
909/2019,"2019-12-07||2019-11-28||Evros area||Petrades, Evros area||land||1||0||0||0",2,2019-12-07,2019-12-07,pdfs/pad-2020-00078/Serious_Incident_Reports_PAD-2020-00078_-_part_1.pdf | pdfs/pad-2020-00217/Doc_1.pdf
911/2019,"2019-12-08||2019-12-08||Greece||Evros River bank near Ferres, Evros Operational Area, Greece||land||2||0||0||0",1,2019-12-08,2019-12-08,pdfs/pad-2020-00078/SeriousIncident_911_Releasable.pdf
911/2019,"2019-12-08||2019-12-08||Greece||Evros River bank, Evros Operational Area, near Ferres, Greece||land||2||0||0||0",1,2019-12-08,2019-12-08,pdfs/pad-2020-00217/Doc_2.pdf
918/2020,"2020-01-09||2020-01-08||Greece||Evros River, Evros Area, Greece||land||1||0||0||0",1,2020-01-09,2020-01-09,pdfs/pad-2020-00217/Doc_3.pdf
918/2020,"2020-01-09||2020-01-08||Greece||Evros River, Evros Area||land||1||0||0||0",1,2020-01-09,2020-01-09,pdfs/pad-2020-00078/SeriousIncident_918_Releasable.pdf
